54,0.9695,,,,,,,,,,,,,,
54,0.9698,,,,,,,,,,,,,,
54,0.9686,,,,,,,,,,,,,,
54,0.968,,,,,,,,,,,,,,
54,0.9682,,,,,,,,,,,,,,
54,0.9682,,,,,,,,,,,,0.9544,0.9672,0.9695
54,0.9684,,,,,,,,,,,,0.8117,0.9608,0.9698
54,0.9686,,,,,,,,,,,,0.739,0.949,0.9686
54,0.9677,,,,,,,,,,,,0.7802,0.9532,0.968
54,0.8794,,,,,,,,,,,,0.7984,0.91,0.9682
54,0.7765,,,,,,,,,,,,0.7678,0.9095,0.9682
54,0.7048,,,,,,,,,,,,0.7543,0.8789,0.9684
54,0.5836,,,,,,,,,,,,0.7226,0.814,0.9686
54,0.5246,,,,,,,,,,,,0.6346,0.8953,0.9677
54,0.4894,,,,,,,,,,,,,,
54,0.4647,,,,,,,,,,,,,,
54,0.4647,,,,,,,,,,,,,,
54,0.4605,,,,,,,,,,,,,,
54,0.9672,,,,,,,,,,,,,,
54,0.9608,,,,,,,,,,,,0.8061,0.9626,0.8794
54,0.949,,,,,,,,,,,,0.7084,0.9437,0.7765
54,0.9532,,,,,,,,,,,,0.6548,0.9172,0.7048
54,0.91,,,,,,,,,,,,0.6896,0.9049,0.5836
54,0.9095,,,,,,,,,,,,0.6561,0.8923,0.5246
54,0.8789,,,,,,,,,,,,0.6578,0.8842,0.4894
54,0.814,,,,,,,,,,,,0.5057,0.8553,0.4647
54,0.8953,,,,,,,,,,,,0.5906,0.8391,0.4647
54,0.9626,,,,,,,,,,,,0.6679,0.8247,0.4605
54,0.9437,,,,,,,,,,,,,,
54,0.9172,,,,,,,,,,,,,,
54,0.9049,,,,,,,,,,,,,,
54,0.8923,,,,,,,,,,,,,,
54,0.8842,,,,,,,,,,,,,,
54,0.8553,,,,,,,,,,,,,,
54,0.8391,,,,,,,,,,,,,,
54,0.8247,,,,,,,,,,,,,,
54,0.9544,,,,,,,,,,,,,,
54,0.8117,,,,,,,,,,,,,,
54,0.739,,,,,,,,,,,,,,
54,0.7802,,,,,,,,,,,,,,
54,0.7984,,,,,,,,,,,,,,
54,0.7678,,,,,,,,,,,,,,
54,0.7543,,,,,,,,,,,,,,
54,0.7226,,,,,,,,,,,,,,
54,0.6346,,,,,,,,,,,,,,
54,0.8061,,,,,,,,,,,,,,
54,0.7084,,,,,,,,,,,,,,
54,0.6548,,,,,,,,,,,,,,
54,0.6896,,,,,,,,,,,,,,
54,0.6561,,,,,,,,,,,,,,
54,0.6578,,,,,,,,,,,,,,
54,0.5057,,,,,,,,,,,,,,
54,0.5906,,,,,,,,,,,,,,
54,0.6679,,,,,,,,,,,,,,
