54,0.9695,,,,,,,,,,,,,,
54,0.9666,,,,,,,,,,,,,,
54,0.9641,,,,,,,,,,,,,,
54,0.9604,,,,,,,,,,,,,,
54,0.9643,,,,,,,,,,,,,,
54,0.962,,,,,,,,,,,,,,
54,0.9609,,,,,,,,,,,,,,
54,0.9653,,,,,,,,,,,,,,
54,0.9645,,,,,,,,,,,,0.9617,0.9689,0.9695
54,0.965,,,,,,,,,,,,0.8209,0.9664,0.9666
54,0.9101,,,,,,,,,,,,0.8068,0.9628,0.9641
54,0.8893,,,,,,,,,,,,0.6977,0.9318,0.9604
54,0.8498,,,,,,,,,,,,0.7816,0.9402,0.9643
54,0.862,,,,,,,,,,,,0.8579,0.8748,0.962
54,0.8592,,,,,,,,,,,,0.7688,0.8213,0.9609
54,0.8366,,,,,,,,,,,,0.7541,0.7818,0.9653
54,0.8518,,,,,,,,,,,,0.4841,0.7376,0.9645
54,0.8418,,,,,,,,,,,,,,
54,0.9689,,,,,,,,,,,,,,
54,0.9664,,,,,,,,,,,,,,
54,0.9628,,,,,,,,,,,,0.9708,0.97,0.965
54,0.9318,,,,,,,,,,,,0.9456,0.9719,0.9101
54,0.9402,,,,,,,,,,,,0.8245,0.969,0.8893
54,0.8748,,,,,,,,,,,,0.7348,0.9691,0.8498
54,0.8213,,,,,,,,,,,,0.738,0.9604,0.862
54,0.7818,,,,,,,,,,,,0.6157,0.9603,0.8592
54,0.7376,,,,,,,,,,,,0.592,0.9604,0.8366
54,0.97,,,,,,,,,,,,0.5669,0.9583,0.8518
54,0.9719,,,,,,,,,,,,0.4983,0.9374,0.8418
54,0.969,,,,,,,,,,,,,,
54,0.9691,,,,,,,,,,,,,,
54,0.9604,,,,,,,,,,,,,,
54,0.9603,,,,,,,,,,,,,,
54,0.9604,,,,,,,,,,,,,,
54,0.9583,,,,,,,,,,,,,,
54,0.9374,,,,,,,,,,,,,,
54,0.9617,,,,,,,,,,,,,,
54,0.8209,,,,,,,,,,,,,,
54,0.8068,,,,,,,,,,,,,,
54,0.6977,,,,,,,,,,,,,,
54,0.7816,,,,,,,,,,,,,,
54,0.8579,,,,,,,,,,,,,,
54,0.7688,,,,,,,,,,,,,,
54,0.7541,,,,,,,,,,,,,,
54,0.4841,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,
54,0.9456,,,,,,,,,,,,,,
54,0.8245,,,,,,,,,,,,,,
54,0.7348,,,,,,,,,,,,,,
54,0.738,,,,,,,,,,,,,,
54,0.6157,,,,,,,,,,,,,,
54,0.592,,,,,,,,,,,,,,
54,0.5669,,,,,,,,,,,,,,
54,0.4983,,,,,,,,,,,,,,
